,comment,sent,off
6256,ಗುರು ನಿನ್ನ ಗೊಸ್ಕರ ಮೂವಿನ ನೋಡ್ಲಿಲ್ಲ ಅಂದ್ರು ರಶ್ಮಿಕಾ ಮಂದಣ್ಣಳ ಗೊಸ್ಕರ ನೋಡ್ತಿನಿnnಜೈ ASN,Positive,Not_offensive
5696,video nodidare bhaya agutthe,unknown,Offensive_Targeted_Insult_Group
6299,ಚೀನಾ ಎಷ್ಟೇ ಮುಂದುವರೆದಿದ್ದರೂ ಅದು ಅನ್ಯದೇಶವೇ ಹೊರತು ನಮ್ಮ ದೇಶವಾಗುವುದಿಲ್ಲ. ಅವರನ್ನು ಹೊಗಳಿ ನಮ್ಮನ್ನು ತೆಗಳಿ ಯಾವುದೇ ಪ್ರಯೋಜನವಿಲ್ಲ. ನಾವು ಪ್ರಜೆಗಳಾಗಿ ಯಾವರೀತಿ ನಡೆದರೆ ದೇಶವನ್ನು ಮುನ್ನಡೆಸಲು ಸಾಧ್ಯ ಎಂದು ನಮ್ಮಲ್ಲಿ ಅರಿವು ಮೂಡಿಸುವ ಸಂಘಟನೆ ಅತ್ಯಗತ್ಯ. ಮೋದಿ ಸ್ವಚ್ಛ ಭಾರತ ಅಭಿಯಾನವನ್ನು ಆಡಿಕೊಂಡು ಹಂಗಿಸಿದವರೆ‌ ಹೆಚ್ಚು. ಸ್ವಚ್ಛ ಭಾರತವನ್ನು ಮೋದಿ ಮಾಡುವುದಲ್ಲ ಬದಲಾಗಿ ಅದು ದೇಶದ ನಾಗರೀಕರ ಕರ್ತವ್ಯ ಎಂದು ಒಬ್ಬರಿಗೂ ಅನಿಸಲಿಲ್ಲ. ಈಗಲೂ ಮೋದಿ ಏತಿ ಎಂದರೆ‌ ಅಲ್ಲ ಪ್ರೇತಿ ಎನ್ನುವ ಜನರಿದ್ದಾರೆ.   ಯಾವುದೇ ಒಳ್ಳೆಯ ಕೆಲಸಕ್ಕೆ ಕಾಲೆಳೆಯುವ ಜನರು ದೇಶದಲ್ಲಿ ತುಂಬಿ ತುಳುಕುತ್ತಿದ್ದಾರೆ. ದೇಶ ದ್ರೋಹಿಗಳನ್ನು ಬೆಂಬಲಿಸುವ,Positive,Offensive_Untargetede
3283,Next shankar nag boss,unknown,Not_offensive
2395,Hugi guru badethawke,Negative,Not_offensive
841,@prithvi nayak ನಿಮ್ಮ ಅಮ್ಮ ಆಲ್ಸೋ ಫ್ಲಾಪ್,Negative,Offensive_Targeted_Insult_Individual
790,@kinu0505 guru avnu darshan fan alla yash fanu,unknown,Offensive_Targeted_Insult_Individual
4714,Supper gurru 100. Present nija guru,Positive,Not_offensive
5206,Yakri janagalna dari tapso kelsa madtira,Negative,Offensive_Targeted_Insult_Group
481,@Nandi Parthasarathi ನೀನು ನಂಗ್ ಏನಾದ್ರು ಹುಟ್ಟಿದ್ಯ,unknown,Offensive_Targeted_Insult_Individual
5148,Wonderful song daily 5/6 kelalill Andre  eno miss madakodante,Positive,Not_offensive
6501,ನನಗು ಕನ್ನಡ ಸಾಕು,Mixed,Offensive_Untargetede
630,@Sunil Vd ಧನ್ಯವಾದಗಳು,Mixed,Not_offensive
2713,Kannada da History  avane srimannarayana,Positive,Not_offensive
150,@#win 12 nodidini sir,Positive,Not_offensive
4467,Super nivheliddu nija,Positive,Not_offensive
2978,Mast mast song,Positive,Not_offensive
2116,Guru Pub G game.....,unknown,Not_offensive
4826,Thu yar guru karma ithara video gu dislike madtare ...,Negative,Offensive_Targeted_Insult_Group
6193,ಕಷ್ಟ ಪಟ್ಟು  ಸಾಲ ಸೋಲ ಮಾಡಿ ಕ೦ಪನಿ ಸ್ಥಾಪಿಸಿದ್ರು GST ಕಟ್ಸಿ ಕಟ್ಸಿ ದಿವಾಳಿ ಮಾಡ್ಸಿ ಬಿಡ್ತಾರೆ ಈ ರಾಜಕಾರಣಿಗಳು.,Negative,Offensive_Targeted_Insult_Group
2057,God blees you sir hanumantana krupe nima melirali,Positive,Not_offensive
1351,Bharatha no 1 desha namma deshakke yaudu sari sati ella,Positive,Offensive_Untargetede
6628,ನಿಜವಾದ ಕನ್ನಡಿಗ ಅಂದ್ರೆ ನೀನೆ ಗುರು. I love ur videos and i love my ಕನ್ನಡ ಗುರು,Positive,Not_offensive
736,@Vishal Shetty BOSS na nodi urkobeku aste yenu nithkolake agalla,Negative,Offensive_Targeted_Insult_Individual
265,@Entertainment Gaming ನಿಮ್ಮ ನಂಬಿಕೆಗಳು,unknown,Not_offensive
3513,Olledu ond pan India movie madro sumne yak eneno madkondu...,Negative,Offensive_Targeted_Insult_Group
5901,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರಾ........,Positive,Not_offensive
5853,ಇಂತಹ ಒಳ್ಳೆಯ ಕನ್ನಡ ಸಿನಿಮಾಗಳನ್ನ ಬೆಳೆಸೋಣ,Positive,Not_offensive
6507,ನನಗೆ ನಿನ್ನೆ ಕಥೆ ಹೇಳಿದರು ಒಬ್ಬರು ಅದಕ್ಕೆ ವಿಡಿಯೋ ನೆನಪು ಆಯಿತು. ಸುಪರ್.... ಇವನ ಊರು ಶಿಗ್ಗ್ಲಿ,Positive,Not_offensive
793,@krishnanand naik ಸರ್,unknown,Not_offensive
3896,Saryagi rubbidira brother,Mixed,Not_offensive
5929,ಇದು‌ ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ,Positive,Not_offensive
6359,ಡಿ ದೇವರ ಅಭಿಮಾನಿಗಳ ಕಡೆಯಿ೦ದ  ಆಲ್ ದಿ ಬೆಸ್ಟ್,Positive,Not_offensive
4010,Sir nimma pH no kodi sir trip eruvaga nimma cab joteyali hogtivi nimmaantvaru chanagierabeku n yela snhytru adstu evar cab book madi  ethara madidre  swalppa helf agbwdu friend s gn,Positive,Not_offensive
3392,Nimm avvan tull ...kannag en tunni itkond nodi en Randi magagna,Negative,Offensive_Targeted_Insult_Group
6931,ರೋಮಾಂಚನ ಅದ್ಬುತ ಹಾಡು,Positive,Not_offensive
7193,ಹಳೆಯ ನೆನಪು...ತೋಗರಿ ತಿಪ್ಪ,Positive,Not_offensive
4222,Super Bindu ge Takkar kottidira bro,Positive,Not_offensive
3188,Nan jeevana yak hingaytu anta camera munde ಅಳುತ್ತಾ kuthiro janagala madya,Negative,Offensive_Targeted_Insult_Individual
6455,ದರ್ಶನ್  ಅವರ    ಜಾಮೀನು ಅರ್ಜಿಯನ್ನು ನ್ಯಾಯಾಲಯ ನಮಸ್ಕಾರ ನಮಸ್ಕಾರ,Positive,Not_offensive
3554,Osm bro 🤣🤣🤣tiktok shok madutidru avayalla 🤣🤣🤣🤣🤣,Positive,Offensive_Targeted_Insult_Group
4597,Super super rakshit Shetty king.star,Positive,Not_offensive
538,@Prasad Hegde Elli dull ide,unknown,Not_offensive
1186,Avalige chapalige odiri,Negative,Offensive_Targeted_Insult_Individual
2682,KGF (chaffer 2) bega bara beku,Positive,Not_offensive
514,@Navya Shree lo gaandu nan magne nam boss fans yavattu support madtare kano gubaald sule magane,Negative,Offensive_Targeted_Insult_Individual
6275,ಚರಿತ್ರೆ  ಸೃಷ್ಟಿಸೋ ಹಾಡು,Positive,Not_offensive
5255,Yavaga Release agutte shetre,Positive,Not_offensive
6623,ನಿಜವಾಗಿಯೂ ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ.. ಹ್ಯಾಟ್ಸ್ ಆಫ್ ನಾರಾಯಣ,Positive,Not_offensive
1536,Chillere rajakarana dailoge super,Negative,Offensive_Targeted_Insult_Individual
6438,ತೊಗರಿ ತಿಪ್ಪ ಸ್ಟೋರಿ ಹಿಂದೆ ಟೇಪ್ ರೆಕಾರ್ಡನಲ್ಲಿ ಕ್ಯಾಸೆಟ್ ಹಾಕಿ ಕೇಳಿದ ನೆನಪನ್ನು ಮರುಕಳಿಸಿದ ಅಶ್ವೀನಿ ಆಡಿಯೋದವರಿಗೆ ಧನ್ಯವಾದಗಳು...,Positive,Not_offensive
3379,Nim uru yavdu,unknown,Not_offensive
6678,ನೀಜಾ ಅಣ್ಣಾ ಸೂಪರ್ 🤣🤣🤣🤣🤣🤣🤣🤣,Positive,Not_offensive
1818,Ee  boli maklige deshakoskara1 app delete madakkaglilla,Negative,Offensive_Targeted_Insult_Other
3169,Namma deshanu china thara aitu andre  badatanane erala sir..,Positive,Offensive_Targeted_Insult_Group
6822,ಮೂವಿಗಾಗಿ ಕಾಯುತ್ತಿರುವವರು ಲೈಕ್ ಮಾಡಿ,Positive,Not_offensive
5887,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಅವತಾರ. nಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಚಲನಚಿತ್ರ nಹೌದು ಹುಲಿಯ,Positive,Not_offensive
3793,Re release madi please,Positive,Not_offensive
5703,yake andre? D booos du kurishetra filam gay asker awold barbekittu. yak kotela? so d boos fens ee filam nodilla.....,Negative,Offensive_Targeted_Insult_Other
6785,ಬ್ರೋ ಅವರು ಗೆ ದೇಶದ ಬಗ್ಗೆ ಅಭಿಮಾನ ಇಲ್ಲಾ ಬಿಡಿ,Negative,Offensive_Targeted_Insult_Other
7096,ಸೂಪರ್ story kannada savira,Positive,Not_offensive
1621,D boss fanzzz in Sakaleshpur,unknown,Not_offensive
6098,ಒಂದು ಶಿಕಾರಿಯ ಕಥೆ.. ಆಗದೆ ಇರಲಿ ಪ್ರೇಕ್ಷಕರಿಗೆ ವ್ಯಥೆ..nಜೈ ಕನ್ನಡ..,Mixed,Not_offensive
4441,Super movie guru,Positive,Not_offensive
1906,Entha valle    trailer  ri   edu   great nKelhu   kachda   galu n  intha   prathibe galu   karnataka dalidru   n dudina aase ge   low   quality   movie  madi  nkannada andre   jana  intrest thoris  bardu   naa  thara   aprada   madthidare,Positive,Not_offensive
4579,Super song..nnn Loved it,Positive,Not_offensive
4950,Tuu avr sentiment na touch madi kaan neer haksi adana cover photo madi view tagotira,Negative,Offensive_Targeted_Insult_Other
6358,ಡಾನ್ಸ್ ಸ್ಟೆಪ್ಸ್ ನೋಡ್ರೆ ನಮ್ ಶಂಕರನಾಗ್ ನೆಂಪಾಗ್ತಾವ್ರೆ. ಆದ್ರೂ ಸಾಂಗ್ ಸೂಪರ್ ಮತ್ತು ಡಾನ್ಸ್ ಸೂಪರ್. ಸಿನೆಮಾನೂ ಸೂಪರಾಗಿರುತ್ತೆ,Positive,Not_offensive
1970,Film suprrrrrr agi ede full clean film,Positive,Not_offensive
1209,Avaru badlagabeku ivara badlagabeku annodu tappu modlu nav badlagbeku ekandre vote hakori nave matte avara gedda mele avaranna baioru nave nija ansidre like madi,Positive,Not_offensive
3297,Nice d ಬಾಸ್ ಅಭಿಮಾನಿ,Positive,Not_offensive
6174,ಕನ್ನಡದಲ್ಲೆ ಹೆಚ್ಚಾಗಿ ಮಾತನಾಡಿದ್ದಕ್ಕೆ ಧನ್ಯವಾದಗಳು...nAll the best sr,Positive,Not_offensive
6553,ನಮ್ಮ ದೇಶದಲ್ಲಿ ಎಲ್ಲದಕ್ಕಿಂತ ಮೊದಲು ಭ್ರಷ್ಟಾಚಾರ ನಿರ್ಮೂಲನೆ ಆಗಬೇಕು,Negative,Not_offensive
1720,Dislike mado  tukaligalu ond movie screen madli saku adestu kasta anta gottagutte .all the best for this move,Negative,Offensive_Targeted_Insult_Other
5963,ಈ ಕಾಲದಲ್ಲಿ ಒಳ್ಳೆತನಕ್ಕೆ ಬೆಲೆ ಇಲ್ಲ ಮತ್ತೆ ಗೆಲ್ಲುವುದು ಹೇಗೆ,Negative,Not_offensive
1170,Ashwath avarge takka maga,Positive,Not_offensive
6486,ದ್ರುವ ಅಣ್ಣಾ ಅಭಿಮಾನಿಗಳ ಕಡೆಯಿಂದ all the best,Positive,Not_offensive
809,@naveen v nim gandu balegara movie yalla utterflop modlu side acting madudu ಬಿಡು anu modlu,Negative,Offensive_Targeted_Insult_Group
310,@Kiccha Vitthal ಸುದ್ವಪಿ nxt ಫಿಲಂ ರಿಲೀಸ್ ಇನ್ mars,Negative,Not_offensive
2254,Hats of Shankar Ashvath Sir.nimma e swabimaanada jeevana Sukakarawaagi Saagali.,Positive,Not_offensive
2862,Lo gaandu nan magne d boss fans yake sata tariyoke dislike madtara nBere avru nodi urkolokke en avru bucket and balegara fans he,Negative,Offensive_Targeted_Insult_Group
1261,Bahusha nanna jeevana kooda nimma dariyalle naditha ide sir hat's off sir nimma swabhimaanakke,Positive,Not_offensive
869,@sharath sharu nin ammun tullge nayi mari tunne sigaka yako sule magne nin dagar sule maga adung adtiya,Negative,Offensive_Targeted_Insult_Individual
5285,Yen helda guru super,Positive,Not_offensive
2803,Kittod nanmaklu maarayya,Negative,Offensive_Targeted_Insult_Other
245,@Dayananda C lol judge ge lancha kottu jailge hogi bandirorna CM madiroru 420 BJP,Negative,Offensive_Targeted_Insult_Group
5414,en music guru,Mixed,Not_offensive
4849,Tik tok almadidu aythu innu instagram alva anna nam support ede anna,Positive,Not_offensive
7191,ಹಲೋ ಸಿನಿಮಾ ತುಂಬಾ ಚೆನ್ನಾಗಿದೆ.. ಯಾರು ಗೊತ್ತಿಲ್ಲ,Positive,Not_offensive
4041,Sir yella song video clips release maadi,Positive,Not_offensive
848,@prithvi nayak ಪೈಲ್ವಾನ್ ರನ್ನಿಂಗ್ ಸಕ್ಸಸ್ ಫುಲ್ ಇನ್ mars,Negative,Not_offensive
1210,Avatttu tiger dancenIvattu handsup step,Negative,Not_offensive
1916,Eshttu sari kellidaru besaramudada haddu,Positive,Not_offensive
760,@ashwini p avunu dagar devarakonda,Mixed,Not_offensive
6482,ದೇಶ ಬದಲಾವಣೆ ಆಗಬೇಕು ಸರ್,Positive,Not_offensive
6774,ಬೆಂಕಿ ಜಕಾಸ್ ಇನ್ನೂ ಹೆಚ್ಚಿನ ದಾಗಿ ರೋಸ್ಟ್ ಮಾಡಿ,Positive,Not_offensive
6429,ತೊಗರಿ ತಿಪ್ಪ  ಸ್ಟೋರಿ ಸೂಪರ್,Positive,Not_offensive
3901,Sathyavaglu movie maatra ulty,Positive,Not_offensive
4386,Super guru neenu tiktak sede galige yeneludru arthagalla,Positive,Offensive_Targeted_Insult_Other
4313,Super bro nivu,Positive,Not_offensive
6281,ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರಾ nLove you boss,Positive,Not_offensive
2641,Jai Kiccha,Positive,Not_offensive
879,@shivaraj shivu ನೀನು IAS  officerಆ????? uneducated ಅಂತ ಹೇಳ್ತೀಯ.... but ನೆಟ್ಟಗೆ type ಮಾಡೋಕು ಬರಲ್ಲ.... ಕುಡುಕರನ್ನ drinkers ಅಂತ ಅಲ್ಲ,Negative,Offensive_Targeted_Insult_Individual
5099,We support definitely to this film to increase the value of our  sandalwood * the power of kannada movie*  ( ಇದನ್ನು ಇಂಗ್ಲಿಷ್ ನಲ್ಲಿ ಬರ್ದಿರೋದು ಬೇರೆಯವರಿಗೂ ತಿಳಿಯಲಿ ಎಂದು ಒಳ್ಳೆಯ ಸಿನಿಮಾಗಳಿಗೆ ಸಪೋರ್ಟ್ ಮಾಡೋಣ),Positive,Not_offensive
876,@shivanand medegar ಅಲ್ಲಿ ಕೂಡ ಕೆಲಸ ನಡೆಯುತ್ತಿದೆ 🤣🤣🤣,Mixed,Not_offensive
5938,ಇನ್ನು ಕೇವಲ 1000 ಮೆಚ್ಚುಗೆಗಳು(ಲೈಕ್)  ಬೇಕಿದೆ.. ಅತಿ ಹೆಚ್ಚು ಮೆಚ್ಚುಗೆಗಳು(ಲೈಕ್)  ಪಡೆದ ಕನ್ನಡ ಚಲನಚಿತ್ರದ ದೃಶ್ಯ ಗೀತೆ (ವೀಡಿಯೊ ಹಾಡು) ಆಗಲು nಯೂಟ್ಯೂಬ್ ನಲ್ಲಿ..  nದಿನಾಂಕ,Positive,Not_offensive
5873,ಇದು ಖಂಡಿತ ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ,Positive,Not_offensive
3319,Nice story togari tippa,Positive,Not_offensive
6305,ಚೀನಿ ಸೂಳೇಮಕ್ಕಳ ಎಲ್ಲಾ ಆ್ಯಪ್ ಗಳನ್ನು ಬ್ಯಾನ್ ಮಾಡಿದ್ದು ತುಂಬಾನೇ ಖುಷಿಯಾಯ್ತು.n    ಜೈಹಿಂದ್,Negative,Offensive_Targeted_Insult_Other
3027,Moon ( ಚಂದ್ರ ) ಇಲ್ಲ ಅಂದ್ರೆ !!,Negative,Offensive_Untargetede
4036,Sir superb nivu nim voice superb,Positive,Not_offensive
6058,ಎಲ್ಲಿ ವರೆಗು.ನಿವು ಟೈಟಲ್ ಕೆಳಿ ಸಿನಿಮಾ ಒಪ್ಪಿ ಕೊಳ್ಳುತ್ತಿರೊ.ಅಲ್ಲಿವರೆಗೆ ನಿಮ್ಮ ಯಶಸ್ಸಿನ ಬಾಗಿಲ ನಿಮ್ಮ ಪಕ್ಕದಲ್ಲಿ ಇರುತ್ತೆ ವಿನಃ ಅದು ತೆರೆಯಲ್ಲ.ಅಣ್ಣ ನಮ್ಮಂತ ಮಾಸ್ ಆಡಿಯನ್ಸ್ ಗೆnನಿವು ತುಂಬ ಒಳ್ಳೆಯ ನಟ..ಸ್ವಲ್ಪ ಎಚ್ಚರಿಕೆಯಿಂದ ಕಥೆನ ಸೆಲೆಕ್ಟ್ ಮಾಡಿ..ನಿಮಗೆ ಕಂಡಿತ ಒಳ್ಳೆಯದಾಗುತ್ತೆ..,Positive,Not_offensive
1854,En bgm guru chindi,Negative,Not_offensive
4817,Thooo ni chanalge nai maga,Negative,Offensive_Targeted_Insult_Individual
1280,Bari prayojanake barada films nododu Facebook YouTube li comments hodiyodu yaavalo hudugi siktale anta instagram li search madodo ede Indians hanebaraha etara madidre dhesha development aagoke saadyana,Negative,Offensive_Targeted_Insult_Group
758,@anup kulkarni T-Series,unknown,Not_offensive
1949,Fan aagode bayya NiNgE..,Positive,Not_offensive
3743,Raksihth settru super..............dooper..,Positive,Not_offensive
2710,Kannada cinema belisi,Positive,Not_offensive
2885,Lots love from kannadigas 🤗,Positive,Not_offensive
3304,Nice move in kannada,Positive,Not_offensive
2690,Kach hogedu banda varu like madi,Negative,Not_offensive
2255,Hats off bro  ಕರೆಕ್ಟಾಗಿ ಹೇಳಿದ್ದೀರ ಬ್ರೋ,Positive,Not_offensive
5930,ಇದೆಲ್ಲ ನಿಜಾನೆ ಏಕೆ ಅಂದ್ರೆ ಮಹಾಭಾರತ ನಡೆದಿರುವ ಬಗ್ಗೆ ನಮಗೆ ಗೊತ್ತಿದೆ ಅದರ ಕುರುಹುnಶ್ರೀ ಕೃಷ್ಣನ ಹೃದಯ ಈಗಲೂ ಪೂರಿ ಜಗನ್ನಾಥ್ ದೇವಸ್ಥನದಲ್ಲಿ ಜೀವಂತವಾಗಿ ಇರುವುದುn ನಮ್ಮ  ಕೆಲವು ರಾಜಕಾಿಣಿಗಳು taxnಹಣ ದೋಚುವ ಬಗ್ಗೆ ಹೆಚ್ಚಿನ ಆಸಕ್ತಿಯನ್ನು ಹೊಂದಿರುತ್ತಾರೆ. ಆದ್ದರಿಂದ ಇಂತಹ ಅನೇಕ ವಿಚಾರಗಳು ಯಾರಿಗೂ ತಿಳಿದಿಲ್ಲ,Positive,Offensive_Untargetede
7055,ಸಾರ್nಸಾವಿರ ರಾಜಕೀಯ ಪಕ್ಷ ಕಾಂಗ್ರೆಸ್ ಬಿಟ್ರೆ ಬೇರೆ ರಾಜಕೀಯ ಪಕ್ಷದ ಅಜೆಂಡಾ ಏನು?nಅಧಿಕಾರಕ್ಕೆ ಬಂದ ಮೇಲೆ ಸಾಧನೆ ಏನು?nಆದ್ರೂ ಅಜೆಂಡ್ ಇಲ್ಲದ ಪಕ್ಷ  ಗಳ ನ್ನೂn1947 ರಿಂದ ಬೆಂಬಲಿಸಿ ದ್ದಿವಿ!nಕಳೇದ 4,Negative,Not_offensive
3034,Most liked video song agutte ee Kannada Film industry li  Year,Positive,Not_offensive
6571,ನಯವಾದ  ಮಾತುಗಳು  ನೀವು ಚೇನ್ನಾಗಿ nಇರಬೇಕು ಸಾರ್,Positive,Not_offensive
6861,ಯಾರಿಗೂ ಯಾರು ಗೂತೀಲಾ ಸರ್  ಆದರೇ   ನಮ್ಮ ಧುಢೀಮೇ ನಮಗೆ ಸರ್,Positive,Not_offensive
6721,ಪ್ರಜ್ವಲ್ ದೇವರಾಜ್ ಅಭಿನಯದ e ಇ ಚಿತ್ರ ಅವ್ರ ಲೈಪ್ ನಲ್ಲಿ ಒಂದು ಮೈಲಿಗಲ್ಲು ಆಗುತ್ತೆ,Positive,Not_offensive
7222,ಹೊಸ ಇತಿಹಾಸ ಸೃಷ್ಟಿಸಿದ ಸಿನಿಮಾಗಳ ಸಾಲಿಗೆ ಸೇರಲಿ . ..ಜೈ d boss,Positive,Not_offensive
1166,Ashvathama nali bandu nimagu meet agtare nivo wait maadi,Positive,Not_offensive
832,@prithvi nayak ಉರ್ಕೊಂಡ ಲುಚ್ಛನ್ ಫ್ಯಾನ್ bcz,Negative,Offensive_Targeted_Insult_Group
3164,Namma  desha da bagge abimana ellde eroru ge  adru tik tok use madtha eddre avru tamma mother naa ennobirige bitkotta hage  eddanu odinu tik tok madidre niu muuru bittoru antha artha,Positive,Not_offensive
6171,ಕನ್ನಡದಲ್ಲಿ ಪ್ರತಿಭೆಗಳಿಗೆ ಕೊರತೆಯಿಲ್ಲ,Positive,Not_offensive
4042,Sir ಇದಂತೂ ದೊಡ್ಡ ಪ್ರಯತ್ನ ವಾಗಿದೆ . ನಮ್ಮ ಜನರಲ್ಲಿ ಪ್ರಾಯೋಗಿಕ ಮನೋಭಾವನೆ ಮೂಡಿಸುವ ಮತ್ತು ನಮ್ಮ ದೇಶದ  ಜನರ ನೋನೋಬನೆ ಬಗ್ಗೆ ತುಂಬಾ ಚೆನ್ನಾಗಿ ಹೇಳಿದ್ದೀರಿ ಇಂತ ಪ್ರಯತ್ನ ಗಳಿಂದ ನಮ್ಮ ತಪ್ಪುಗಳ ಹರಿವು ಆಗುದು ಮತ್ತೆ ಬದಲಾವಣೆಗೂ ಸದ್ಯ ವಾಗುತ್ತೇ ದಯವಿಟ್ಟು ಇದೇ ತರಹದ ಇನು ಹೆಚ್ಚಿನ ವೀಡಿಯೋ ಗಳ ಅವಶ್ಯಕತೆ ಇದೇ. ನಿಮ್ಮ ಒಂದು ವಾಹಿನಿಯ ಮೂಲಕ ಜನರ ತಪ್ಪು ಹರಿವು ಆಗಬೇಕು....nನನ್ನ ಮೂಲಕ ನಿಮ್ಮ ಪ್ರಯತ್ನಕ್ಕೆ ಹೃದಯ ಪೂರಕ ಧನ್ಯವಾದಗಳು .,Positive,Not_offensive
6518,ನನ್ನ ಕಣ್ಣಂಚ್ಚಲಿ ನೀರು ಬಂತು..Sir ur great,Positive,Not_offensive
2166,Ha gandu sule maga sikkre katte mele meravanige madi kallu odedu sayisbeku,Negative,Offensive_Untargetede
6476,ದುಡಿಯೊದಕ್ಕೆ ಮೈಯತುಂಬಾ ಶಕ್ತಿ ತುಂಬೈತೆ ಅಡ್ಡ ದಾರಿ ಹಿಡಿಯೊದ್ ತಪ್ಪು ಅಂತ ಗೊತೈತಿ ನಿಮ್ಮ ಸ್ವಾಭಿಮಾನ ನಿಮ್ಮ ಅಸ್ತ್ರ ಸರ್ ನಿಮಗೆ ದೇವರು ಒಳ್ಳೆಯದು ಮಾಡಲಿ.nಇಂತಿ,Positive,Not_offensive
4130,Sry bro.... ಥಿಯೇಟರ್  ಅಲ್ಲಿ  ನೋಡೋಕೆ ಕರೋನ  ಎಫೆಕ್ಟ್  ಕೊಡ್ತಾ  ಇದೆ.... plz  ಡೈರೆಕ್ಟರ್ ಬ್ಯಾಂಕ್ ಅಕೌಂಟ್  ನಂಬರ್ ಕೊಡಿ ನನ್ ಟಿಕೆಟ್ ದುಡ್ ಹಾಕ್ತಿನಿ,Negative,Not_offensive
4506,Super sir nim anthoru Nam Kannada industry ge beku namma Kannada industrya kirty patake ellade harabeku belibeku,Positive,Not_offensive
1494,Bro ನೀವು ಯಾವ ಗೇಮ್  ಅಡ್ತ ಇರೋದು,Mixed,Not_offensive
2522,Idu charitre shristiso avatara....Avane srimannarayana,Positive,Offensive_Untargetede
7054,ಸಾರ್ ಸಾರ್ಥಕ ಬದುಕು ನಿಮ್ಮದುnಸತ್ಯಶುದ್ಧ ಕಾಯಕ ನಿಮ್ಮದು,Positive,Offensive_Untargetede
1764,E cinema na kandita theatre alli ne nodteni,Positive,Not_offensive
