,translated,comment,sent,off
7056,ಸಾಮಾನ್ಯ ದುರ್ಘಟನೆ,ಸಾವರ್ಥ ರಾಜಕೀಯ ಮತ್ತು ರೌಡಿಸಂ ಮತ್ತು ಕೆಲಸ ಗಾರರು ಮಾಲಿಕ ನನು ರಕ್ಷಣೆ ಮಾಡಲಿಲ್ಲ,Mixed,Offensive_Targeted_Insult_Group
6242,ಗುರು .. ಅಪ್ಪಣೆ ಮಾವಕಾಶ ಸಂವಾದ .... ಸೂಪರ್,ಗುರು .. ಉಪೇಂದ್ರ ಅವರ Dialog....  Super,Positive,Not_offensive
1884,ಎನ್ ಕಮೆಂಟ್ ನರುಲ್ ಎಲ್ ಆರ್,En ಕಮೆಂಟ್ ಗುರು ಎಲ್ ಇರ್ತೀರೋ ನೀವೆಲ್ಲಾ ಸೂಪರ್,Positive,Not_offensive
4112,ಕ್ಷಮಿಸಿ .. ಇದು ಥಟ್ಟಾಲಾಲಿ Nudodakkagta lal..nenadruu ಥeada nija hogtini .. mattte friendsnu karkakondu hogtini.,Sorry ..nFilm thetarally  nododakkagta ella..nEnadruu theatar open adre nan nija hogtini ..matte friendsnu karkondu hogtini .,Mixed,Not_offensive
6516,ನನ್ ಮಕ್ಳಾ ಎಲ್ಲರೂ ಕನ್ನಡದವರೇ ಇಲ್ಲಿರೋದು ಶಾಟದ ಇಂಗ್ಲಿಷ್ ಕಾಮೆಂಟ್ ಹಾಕ್ತೀರಾ ... ಒಬ್ಬೊಬ್ಬನಿಗೆ ಒಬ್ಬೊಬ್ಬ ಹೀರೋ ಇಷ್ಟ ... ಸುಮ್ನೆ ಕನ್ನಡದ ಹಾಡುಗಳನ್ನ ಕೇಳಿ ಇಷ್ಟ ಆದರೆ ಕಾಮೆಂಟ್ ಅಲ್ಲಿ ತೋರಿಸಿಕೊಳ್ಳಿ ಕಷ್ಟ ಆದರೆ ಮುಚ್ಕೊಂಡು ಮನಸಲ್ಲಿಟ್ಕೊಳ್ಳಿ ಹೀಗೆ ನಾವೆಲ್ಲ ಕನ್ನಡದವರು ಕಚ್ಚಾಡ್ತಾ ಇರೋದ್ರಿಂದಾನೆ ಕನ್ನಡಾನ ಉಳಿಸಿ ಅಂತ ಬೋರ್ಡ್ ಗಳು ಹೆಚ್ಚಾಗ್ತಾ ಇರೋದು ... ಎನ್ ಒಬ್ಬ ಅಪ್ಪನಿಗೆ ಹುಟ್ಟಿದ ಯಾವೋನು ಸ್ಟಾರ್ ವಾರ್ ಗೆ ಬೆಂಕಿ ಹಚ್ಚೊ ಕೆಲಸ ಮಾಡಲ್ಲ ... ಎನ್ ಹಾಗೆಲ್ಲ ಮಾಡೋರು ಸೂಳೆ ಮಕ್ಕಳು ಅಂದ್ರೆ ತಪ್ಪೇನು ಇಲ್ಲ ... ಎನ್ ಇದನ್ನೆಲ್ಲ ಇಲ್ಲಿಗೆ ನಿಲ್ಲಿಸಿ ಕನ್ನಡ ಉಳಿಸಿ ಬೆಳೆಸೋದರ ಕಡೆ ಗಮನ ಕೊಡಿ ... ಎನ್ ಕನ್ನಡಿಗರೆಲ್ಲಾ ಯಾವತ್ತೂ ಒಂದೇ ಅನ್ನೋದನ್ನ ಜಗತ್ತಿಗೆ ತೋರಿಸೊ ಅಂತ ಕೆಲಸ ಮಾಡೋಣ ಜೊತೆಯಾಗಿ ... ಎನ್ ಜೈ ಕರ್ನಾಟಕ ಹಾಗೆ ....,ನನ್ ಮಕ್ಳಾ ಎಲ್ಲರೂ ಕನ್ನಡದವರೇ ಇಲ್ಲಿರೋದು ಶಾಟದ ಇಂಗ್ಲಿಷ್ ಕಾಮೆಂಟ್ ಹಾಕ್ತೀರಾ... ಒಬ್ಬೊಬ್ಬನಿಗೆ ಒಬ್ಬೊಬ್ಬ ಹೀರೋ ಇಷ್ಟ... ಸುಮ್ನೆ ಕನ್ನಡದ ಹಾಡುಗಳನ್ನ ಕೇಳಿ ಇಷ್ಟ ಆದರೆ ಕಾಮೆಂಟ್ ಅಲ್ಲಿ ತೋರಿಸಿಕೊಳ್ಳಿ ಕಷ್ಟ ಆದರೆ ಮುಚ್ಕೊಂಡು ಮನಸಲ್ಲಿಟ್ಕೊಳ್ಳಿ ಹೀಗೆ ನಾವೆಲ್ಲ ಕನ್ನಡದವರು ಕಚ್ಚಾಡ್ತಾ ಇರೋದ್ರಿಂದಾನೆ ಕನ್ನಡಾನ ಉಳಿಸಿ ಅಂತ ಬೋರ್ಡ್ ಗಳು ಹೆಚ್ಚಾಗ್ತಾ ಇರೋದು... nಒಬ್ಬ ಅಪ್ಪನಿಗೆ ಹುಟ್ಟಿದ ಯಾವೋನು ಸ್ಟಾರ್ ವಾರ್ ಗೆ ಬೆಂಕಿ ಹಚ್ಚೊ ಕೆಲಸ ಮಾಡಲ್ಲ...‌ nಹಾಗೆಲ್ಲ ಮಾಡೋರು ಸೂಳೆ ಮಕ್ಕಳು ಅಂದ್ರೆ ತಪ್ಪೇನು ಇಲ್ಲ‌... nಇದನ್ನೆಲ್ಲ ಇಲ್ಲಿಗೆ ನಿಲ್ಲಿಸಿ ಕನ್ನಡ ಉಳಿಸಿ ಬೆಳೆಸೋದರ ಕಡೆ ಗಮನ ಕೊಡಿ... nಕನ್ನಡಿಗರೆಲ್ಲಾ ಯಾವತ್ತೂ ಒಂದೇ ಅನ್ನೋದನ್ನ ಜಗತ್ತಿಗೆ ತೋರಿಸೊ ಅಂತ ಕೆಲಸ ಮಾಡೋಣ ಜೊತೆಯಾಗಿ...‌ nಜೈ ಕರ್ನಾಟಕ ಮಾತೆ....,Negative,Offensive_Untargetede
2750,ಮಡಿ ನಂತಹ ಕಣ್ಣನಾದಾ ಹೇಮ್ಮೆಯಾ ಆ annoru,Kannadada hemmeya asn filme annoru like madi,Positive,Not_offensive
6041,ನಾಶ ಯಾ ಕಾರಣ ಕೊರೋನಾ ನಿಯಂತ್ರಣ ಅಬ್ಬಾಬುಕು.,ಎರಡು ಒಳ್ಳೆಯ ವಿಷಯಗಳು ಆಗಬೇಕು ಇವಾಗn1. ದಿಯಾ ಮತ್ತೆ ರಿಲೀಸ್ ಆಗಬೇಕುn2. ಕೊರೋನಾ ನಿಯಂತ್ರಣ ಆಗಬೇಕು.,Positive,Not_offensive
6180,ಕಾನ್ನೀಡಾರ್,ಕನ್ನಡಿಗರ ಪವರ್ ಕನ್ನಡಿಗರು  ತಾಕತ್ all pan  ಮೂವಿ  ಕನ್ನಡಿಗರು......,Positive,Not_offensive
3261,ಅಯೋವ್ ಮ್ಯಾಡೊ ಪ್ರಾತಿಯಾಂಡ್ ವೀಡಿಯೊಗಳು ಗೆಲುವು ಇಕ್ಡಾ ಮತ್ತು ವಾಹ್ ವೊಕಿನಿಮ್ ಬಿಗ್ ಫ್ಯಾನ್ ಅಗ್ಬಿಡಿವಿ ಬ್ರೋ ......,Neev mado pratiyond videos galu mukake ekda tegdu oddag irutte bidi bro and nim voicenim big fan agbitidivi bro......,Positive,Not_offensive
4527,ಸೂಪರ್ ಸಾಂಗ್ 100 ದಿನಗಳು PAKKA,Super song 100 days pakka,Positive,Not_offensive
88,2019 ಕೊನೆಯ ಎಂಡ್ -2020 ಈ ಮೂವಿ rakshit ಸೆಂಟಿಜ್ ಬ್ರೇಕ್ Kodutte annoru ಮಡಿ ಹಾಗೆ,2019 last end -2020 this movie Rakshit settyge break kodutte annoru like madi,unknown,Not_offensive
115,31 ಮೀ,31 M,Mixed,Not_offensive
1112,ಅನ್ನಾ ಎನ್ ಮ್ಯಾಸ್ಟ್ ಹೆಲ್ಡೆ 100 ಪ್ಲೆಝ್ಝ್ ಇನ್ನ ಇನ್ನೋ ಇನ್ಟು ಮ್ಯಾಡಿ ಥುಕಾಲಿ ಟಿಕ್ಟಾಕ್ ಜಿಗ್ ಎಂಡ್ ಸಿಗ್ಲಿ,Anna en mast helde 100 plzzz innu innu publish Madi thukali tiktok ge end sigli,Negative,Not_offensive
6834,ಮೊಬಿಎಲ್ಎಲ್ಡಿ ಸ್ಟಿಮ್ ಜ್ವರ ಇಲ್ರೊ ಡನ್ಲೋಡ್ ಮಾಕೇ ಜೀವಂತವಾಗಿ ತಿಳಿಯಿರಿ.,ಮೊಬೈಲಲ್ಲಿ ಅಷ್ಟೊಂದ್ ಒಳ್ಳೇ ಕ್ಲಾರಿಟಿಲಿ ಬಿಟ್ಟಿದ್ದಾರೆ. ಎಲ್ರೂ ಡೌನ್‌ಲೋಡ್ ಮಾಡ್ಕೊಂಡ್ ನೋಡ್ತಿದಾರೆ. ಥಿಯೇಟರಿಗೆ ಜನ ಬರದೇ ಇರಲು ಕಾರಣ ಮೊಬೈಲಲ್ಲಿ ಲೀಕ್ ಆಗಿರೋದು.,Negative,Offensive_Targeted_Insult_Other
1082,ಮತ್ತು ನಾರಾಯಣ ಸ್ವಾಮಿ ಯಾರು ಯಾವಾ ಉರು,And Narayan swamy yaru yava uru,unknown,Not_offensive
6254,ಗೆರು ನಿನ್ ಮೊಡು ಪಬ್ರಿ,ಗುರು ನಿನ್ ಮೊದಲು ಪಬ್ಜಿ ಡಿಲೀಟ್ ಮಾಡು ಆಮೇಲೆ ಬೇರೆಯವರಿಗೆ ಹೇಳು.,Negative,Offensive_Targeted_Insult_Individual
4665,ಸುಪರ್ಬ್ ಡ್ಯಾನ್ಸ್ ಹೆಜ್ಜೆ,Superb dance step,Positive,Not_offensive
3221,ನಾನ್ ನಿಮ್ಮಾ ಫ್ಯಾನ್ ಸರ್,Nannu nimma fan sir,Positive,Not_offensive
3874,ಸ್ಯಾಂಪೊರ್ನಾ ಕಣ್ಣಾದ ಹನು ಥಂಬಾ ಚಾನೇಡ್ಡ್,Sampoorna kannadada hadu thumba channagide,Positive,Not_offensive
6046,ಇಲ್ಲಾರೂ ಹ್ಯಾಂಡ್ಸ್ ಇನ್ಸೈರಿ ಆಫ್ ಎನ್ಎನ್ಎನ್ಎನ್ಎನ್ಎ ಬಂಧನ್,ಎಲ್ಲರೂ HANDS UP ಸೈಲೆಂಟ್ ಆಗಿರಿ ಶ್ರೀ ಮನ್ನಾ ರಾಯನ ಬಂದವ್ನೆ...,Positive,Not_offensive
1266,ಬಾನ್ ಮಾಡಿರೋಡಕ್ಕಕ್ ಟಂಬಾ ಧನ್ಯವಾದಗಳು ಮ್ಯಾಟ್ ಇ ಟಿರಾ ಎಎಪಿ ಬಾರ್ಡೆ ಇರಾಲಿ,Ban maadirodakke tumba thanks matte ee tara aap barde irali,Mixed,Not_offensive
6874,"ಯುದ್ಡೇ ಮಾಡಬಹುದಾದ ಮಾಹಿತಿ """,ಯುದ್ದ ಮಾಡಬೇಕು ಓದಬಾರದು ಕಟುಕರ ಮುಂದೆ ಭಗವದ್ಗೀತೆ.....nnnಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಅವತಾರ....,Positive,Not_offensive
6923,ರಾತ್ ಜು ನ್ಯೂಸ್ ಗಾಗಿ,ರಾತ್ರಿ ಫುಲ್ ನ್ಯೂಸ್ ಗಾಗಿ ಕಾಯುವ ಉಡುಪಿ,Positive,Not_offensive
1726,ಬಯಾಲ್ಲಿ ಶಗನಿ ಇಡಾ .... 🤫,Dislikers bayalli shegani Ida....🤫,Negative,Offensive_Targeted_Insult_Group
5899,ಇದು ಆರರೆ ಸಂಟಿಯುತ ಮಾಹಿತಿ ...... 🤙🤙,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ......🤙🤙,Positive,Not_offensive
4113,ಕ್ಷಮಿಸಿ ಫಿಲ್ಮ್ನಾ ನಾನು ಥಿಯೇಟರ್ ಹೊಯಿ ನಾಡ್ಲಿಲ್ಲಾ ಕಶಾಮಿಸಿ ... ಸೂಪರ್ ಮೂವೀ ಮೊಬೈಲ್ ಅಲೀಲೀಡ್ ..tappege ಖಾತೆ ಇಲ್ಲ heli duddu haktini,Sorry filmna  naanu theater hogi nodlilla kshamisi...super movie mobile Alli nodide ..tappige account no heli duddu haktini,Mixed,Not_offensive
1629,ಡಿ. ಬಾಸ್ ಅಭಿಮಾನಿ ಕಡೆೈಂಡಾ,D. Boss abhimani kadeyinda,unknown,Not_offensive
5886,ಇದು ಆರಿಟ್ರೆ ಸುಳಿಸಸ್ಯ ಮಾನವ,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಅವತಾರ ಕನ್ನಡ ಚಿತ್ರರಂಗಕ್ಕೆ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ  ಸಂಗೀತ ನಿರ್ದೇಶನ ಸುಪರ್ ಮತ್ತೊಂದು ಬ್ಲಾಕ್ ಬಸ್ಟರ್ ಚಿತ್ರ ಬರ್ತಾ ಇದೆ,Positive,Not_offensive
6288,INIDHE BINK,ಚಿಂದಿ  ಬೆಂಕಿ,Positive,Not_offensive
643,@Troll monster_kannadada ಬ್ಯಾಂಡರ್ ಐರ್ ಹಕ್ಟಿನಿ ನಿಮ್ ಅಮ್ಮನ್ ತುಲ್ಜ್ ಕಹನ್,@TROLL MONSTER_KANNADA bande iru haktini nim amman tulge sule khaan,Negative,Offensive_Targeted_Insult_Individual
6500,ಯಹೂದಿ ಸಾಕಷ್ಟು ಇನ್ಸ್ಟಿಟ್ಯೂಟ್;,ನನಗು same ಹಂಗೇ ಅನ್ನಿಸ್ತು;,Mixed,Not_offensive
5950,ಅನಿಮೇಷನ್ ಆಫ್,ಇವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ ಕನ್ನಡಿಗ,Mixed,Not_offensive
3795,ಮರು-ಬಿಡುಗಡೆ ಮಡಿಸಿ ಸರ್ ... Nange EE ಫಿಲ್ಮ್ Bagge ne gotrilelala ... ee sali ಸೂಪರ್ ಹಿಟ್ ಗ್ಯಾರಂಟಿ ...,Re-release madisi sir ...nange ee film bagge ne gottirlilla... ee sali super hit guarantee...,Positive,Not_offensive
7015,ಸರಿ,ಸರ್ ಕೆಲವು ಸತ್ಯಗಳನ್ನ ಜಾಸ್ತಿ ಹುದುಕಿ ತಗಿಬರ್ದು ಆದ್ರೆ ಅದು ಸತ್ಯವೇ ಆಗಿರುತ್ತದೆ,Positive,Offensive_Targeted_Insult_Individual
5883,ಇದು ಆರರೆ ಸಂಟಿಯ ಸ್ವಾತಂತ್ರ್ಯ,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೂ ಅವತಾರ,Positive,Not_offensive
6223,ಇಲ್ಲಿ ...,ಕೊಳೊತೊಗಿರೊ... ಕೊಬ್ಬ್ರಿ ಮಿಟಾಯಿ.... 🤣🤣,Negative,Not_offensive
6019,ಉತ್ತರ ಕ್ರೌನಿಕ,ಉತ್ತರ ಕರ್ನಾಟಕ ಶೈಲಿಯ ಕಲೆಯನ್ನು ಉಳಿಸಿ,Positive,Not_offensive
3488,ಒಡಿಯಾ ಏನ್ ಶ್ರೀಮಾನ್ನಾರಾಯಣ ನ್ಯೂಕ್ಶಿತ್ ಶೆಟ್ಟಿ = ಲಿಕೆಂಡಾರ್ಶನ್ = ಡಿಗರ್ಶಿನ್ಜೈ ಡಿಬೊಬ್ಸ್ ದಾಗರ್ಶನ್,Odeya  avane srimannarayana nRakshit shetty =likenDarshan = dislikenJai DBoobs dagarshan,Mixed,Not_offensive
5595,Sr u r ಗ್ರೇಟ್ SR ನಿಮೇಜ್ ಕನ್ನಡ ಚಿತ್ರರಂಗದಾಳಿ avakashagalu ಸಿಗಾಲಿ ಎಸ್.ಆರ್. ಸುದೀಪ್ ಎಸ್.ಆರ್.ರಾಶನ್ ಎಸ್.ಆರ್. ಮ್ಯಾಟು ಯೇಶ್ ಎಸ್.ಆರ್.ಆರ್.,sr u r great sr nimage Kannada chitrarangadalli avakashagalu sigalli sr sudeep sr darashan sr mattu yesh sr plz yella Kannada hirogalu nim pilimagalalli avakashagalu  kudri plz plz plz  plz plz,Positive,Not_offensive
5269,ಯೆಲ್ಲಾ ಶಟ್ಟಿ ಗೇಲ್,Yella shatti gale,Negative,Offensive_Untargetede
7245,ಹಲೋ ಹುಲಿಯ ಗಿಣ್ಣು ಗಿಲಿ ಗಿಲಿ ಹಾಡನ್ನು,ಹೌದೋ ಹುಲಿಯಾ  ಗಿಚ್ಚಿ ಗಿಚ್ಚಿ ಗಿಲಿ ಗಿಲಿ ಹಾಡು,Negative,Offensive_Untargetede
3220,NANNNA GELBODU ENTU NINTUNU ORVA ರಕ್ಷಸಾ. ತಪ್ಪಲಾ ಅಡೆರೆ ಒಹೇಗು ಮೀರಿಡಾ ಸಾಹಾಹ,Nannna gelbodu endu nintanu orva   raakshasa.                         Tappalla aadare aduve oohegu meerida saahasa,Negative,Not_offensive
5217,Yapaa devre spr spr orst madidira sprrr,Yapaa devre spr agi rost madidira sprrr,Negative,Not_offensive
2031,ಗೇಮ್ Yavdu ಬ್ರೆಡ್ ಹೆಸರು ...,Game name yavdu bro...,Mixed,Not_offensive
6781,ಬೇರೆ ಭാಷയಯ് ಕೆಜಿಎಫ್ ಆದಮೇಲೆ ಎರಡನೇ ಸಿನಿಮಾ ಬ್ಲಾಕ್ಬಸ್ಟರ್ ಆಗುವುದು ಇದ್ದೇನೆ,ಬೇರೆ ಭಾಷೆಯ ಅವರಿಗೆಲ್ಲ hands up ಹೇಳಲು ಬರುತ್ತಿದ್ದಾರೆ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ.ಯಶ್ ಅಭಿಮಾನಿಯಾಗಿ ಹೇಳುತ್ತಿದ್ದಿನಿ . ಕೆಜಿಎಫ್ ಆದಮೇಲೆ ಎರಡನೇ ಸಿನಿಮಾ ಬ್ಲಾಕ್ಬಸ್ಟರ್ ಆಗುವುದು ಇದ್ದೇನೆ,Positive,Not_offensive
4486,ಸೂಪರ್ ರಿ ಬಾಸ್ ಲವ್ಲಿ ಜೈ ಕಿಚಾ ಫ್ಯಾನ್ ಅವರ ಜೈ ರಾಕ್ಶಿತ್ ಶೆಟ್ಟಿ ಬಾಸ್,Super ri boss lovely jai Kiccha Fan's jai rakshith Shetty boss,Positive,Not_offensive
2858,ಲಿಂಕ್ ಹಂಚಿಕೊಳ್ಳಿ ಮಡಿ,Link share madi,unknown,Not_offensive
6375,ಡ್ಯೂಬೆಕ್ ಸೇರಿಸಿ ಇಂಜಿನಿಯರಿಂಗ್ ಮಾಡಿ ಮಾಡೋ,ಡುಬೇಕ್ add ಕಾನುನುಬದ್ದವಾಗಿದೆಯ??? ಇಂಜಿನಿಯರಿಂಗ್ ಮಾಡಿ ಕೆಲಸ ಮಾಡೊದ ಬಿಟ್ಟು ಜೂಜ್ ಆಡ್ತನಂತೆ ಲಕ್ಷ  ಕಳೆದುಕೊಂಡು ಮೇಲೆ ಬುದ್ಧಿ ಬರತ್ತೆ,Mixed,Offensive_Untargetede
3514,ಓಲೆಯಾ ಸ್ಯಾಂಡೇಶ್ ಯೆಲಿಡಿರಿ ಸರ್ ನಿಮ್ಮ ಗ್ರೇಟ್ ಟಿಕ್ ಸರ್ ಮತ್ತು ಹ್ಯಾಪಿ ಜರ್ನಿ,Olleya sandesh yelidri sir your great tq sir and happy jurny,Positive,Not_offensive
6231,ವ್ಯಾಮಿಸಿ .... ಧ್ಯೇಯರಕ್ಕಳು ಇಲ್ಲಿದೆ ...,ಕ್ಷಮಿಸಿ.... ಒಳ್ಳೆಯತನಕ್ಕೆ ಇಲ್ಲಿ ಬೇಲೆ ಇಲ್ಲ...,Negative,Not_offensive
6629,ಅನುವಸದ ಕಾನ್ನಾಡಿ ಈ,ನಿಜವಾದ ಕನ್ನಡಿಗ ಈ ರೀತಿ ಇಬ್ಬರು ನಟರ ಅಭಿಮಾನಿಗಳ ಮಧ್ಯ ತಂದಿಡೋ ಬದ್ಲು..... ಎಲ್ಲ ನಟರನ್ನೂ ಪ್ರೋತ್ಸಾಹಿಸ್ತಾನೆ.,Positive,Offensive_Untargetede
12,# ರಕ್ಕಿತ್ಷೆಟ್ಟಿ ಚಿತ್ರ ಪಾಕ್ಕ 200 ದಿನಗಳು,#Rakshithshetty film pakka 200 days,Positive,Not_offensive
923,@ Ŕŕvîñđŕå_02_gěwđřú ನ ಅಅಅಅ,@Ŕävîñđŕå_02_GøWđřú ನೀ ಗಂಡ್ಸ ಅಲ್ಲಾ ಬೀಡು,Negative,Offensive_Targeted_Insult_Individual
2761,ಕಾನ್ಡಾ ಅಲಿ ಎಟಿ ಚಲನಚಿತ್ರ ಬಾರ್ಬಕು ಸ್ಯಾಂಡಲ್ವುಡ್ ರಾಕ್,Kannda Alli Enta Movie Barbeku Sandalwood Rock,Positive,Not_offensive
4310,ಸೂಪರ್ ಬ್ರೋ ನಿಮ್ಡು ಚೊರಾಜ್ನಗರ್ ಸೈಡ್ ನವ್ರಾ,Super bro nimdu chamrajnagar side navra,unknown,Not_offensive
6840,ಮೋಸ ಮಾಡಿ ಹೋಗುವ ಹುಡುಗಿರಿಗೆ ಇದೇ ತರ ಬುದ್ದಿ ಕಲಿಸಬೇಕು ..... # Rakshithsheety ಹಿಂತಿರುಗಿ ....,ಮೋಸ ಮಾಡಿ ಹೋಗುವ ಹುಡುಗಿರಿಗೆ ಇದೇ ತರ ಬುದ್ದಿ ಕಲಿಸಬೇಕು .....#Rakshithsheety come back ....,Mixed,Offensive_Targeted_Insult_Group
3841,ಸಚಿನ್ ಕರ್ನಾಟಕ ಸಿನಮಡಲ್ಲಿ ಆಡ್ಬುಟಾ ನಾತಾ ಇವಾರಾ ತಾಂಡೆ ನನು ಬಾಲಾ ಇಸ್ತಾ ಪಡೋವಿ ವೆಕ್ಕಣಿ ಅಬ್ರೈನಾಂಡೇನ್,Sachien  karnatakada cinemadalli adbuta nata ivara tande nanu bala ista pado vekti abarigondu nanna abhinandane,Positive,Not_offensive
6339,ಟಿಕ್ ಟಾಕ್ ಬ್ಯಾನರ್ ಗ್ರೈಲೇ ಬೇಕು,ಟಿಕ್ ಟಾಕ್ ಬ್ಯನ್ ಆಗ್ಲೇ ಬೇಕು,Positive,Not_offensive
4097,ಸಾಂಗ್ ಸೂಪರ್ ಅಣ್ಣುರು ಹ್ಯಾಂಡ್ಸ್ ಅಪ್ ಮಡಿ,Song super annuru hands up madi,Positive,Not_offensive
6837,ಮೊಸಸು ನನ್ನ ಮಣ್ಣಾದ ಆಸ್ಟ್ಅಲ್ ಮಾರಿ,ಮೊಸರು ನನ್ನ ಮಗನ ಫಸ್ಟ್ ಟ್ರೋಲ್ ಮಾಡಿ ಬ್ರೋ ಮತ್ತೆ ಈ ಟಿಕ್ ಟಾಕ್ ಸೂಳೆಮಕ್ಕಳು ನ ತಿಕಹೊಡಿ ಬ್ರೋ,Negative,Not_offensive
1484,ಬ್ರೋ ಟಿಕ್ಟಾಕ್ ಬಾನ್ ಬ್ಯಾಗ್ ಬೆಜರ್ ಅಜಿಯೋ ನಾಯ್ ಗಾಲಿಜಿ ಇನ್ಸುಟ್ ಮ್ಯುಟ್ಡ್ಕೋಲೋ ಹಜ್ ರೋಸ್ಟ್ ಮಡು ಬ್ರೋ ಪ್ಲೆಝ್ ... ಎಎ ಲೋಫರ್ ನಾಯ್ ಗಾಲಿಜ್ ನಮ್ ದೇಭಾಂಶ ಕಿಟ್ಟಾ ಆಡ್ ಬೇಕಾಗೈಡ್ ನಾಯ್ಗಾಲಿಜ್ ...,Bro tiktok ban bagge bejar agiro nayi galige innu mut nodkollo hage roast madu bro plzz...aa lofar nayi galige nam desha kinta ade bekagide nayigalige...,Negative,Offensive_Targeted_Insult_Group
4332,ಸೂಪರ್ ಸಹೋದರ. ರಾಜಕಿಯಾ ಲಾಬಾ ಯೆನಿಡೈಡ್ ಅನೋ ಯೊಕೇನ್,Super brother.           Rajakiya laba yenidide    ano yochane,Positive,Offensive_Targeted_Insult_Group
1982,ಮೊದಲ ಬಾರಿಗೆ ಮೂವಿ ನೋಡು ಒಟ್ಟಾಲಿ UOHE ಸ್ಕ್ರೀನ್ಪ್ಲೈ ಇಟಾಕೋಂಡು ನಾಡ್ಬಿಡಿ ಫ್ರೀಡೊಮಾಗಿ ನೋದಿ ಮೂವಿ ಸೂಪರ್ವೇಡ್ ಕಾನ್ಡಾಡಾ ಹೊಸಚನಾ ಅಡೋರಿಯಾಗ ಕಾನ್ಟೆ ಗುರು ಮೂವಿ ಸೂಪರ್ಆರ್ಆರ್ಆರ್ಆರ್ಆರ್ಆರ್,First time movie nodoru taleli uoohe screenply ittukondu nodbedi freedomagi nodi movie superagide kanndada hosatana adduriyagi kanutte guru movi superrrrrr,Positive,Not_offensive
5775,ಬುದ್ಧಿವಂತ ಹಾಡ ಮೋಡು ಎನ್ ಹಿನ್ನಾಲೆ ಸಂಯುಕ್ತ,ಅದ್ಭುತವಾದ ಹಾಡುnಹಿನ್ನಲೆ ಸಂಗೀತ ಇನ್ನೂ ಅದ್ಭುತ..,Positive,Not_offensive
5917,ಇದು ಆಫೀಟ್,ಇದು ಚರಿತ್ರೆಯನ್ನು ಸೃಷ್ಟಿಸೋ ಅವತಾರ.,Positive,Not_offensive
6543,ನಾಮ ಕನ್ನಡ ಎನ್. ಹೆರೆ ಎನ್,ನಮ್ಮ ಕನ್ನಡnನಮ್ಮ ಹೀರೋnನಮ್ಮ ಹೆಮ್ಮೆnಸೂಪರ್ nವಿಷ್ಣು ದಾದ ಅಭಿಮಾನಿ ಗಳು,Positive,Not_offensive
2870,ಲಾಲ್ ಟೆಲಿಗ್ರಾಮ್ ಬ್ಯಾಂಡಿರೊಡು ಅಲ್ಲಾ ಅಮೆಜಾನ್ ಪ್ರಧಾನ ಬ್ಯಾಂಡಿರೊಡು ಅಡಾನಾ ಪೈರೇಟ್ ಮಡಿ ಟೆಲಿಗ್ರಾಮ್ ಹಕಿಡರೆನ್ನಿವ್ಗಲು ಥಿಯೇಟರ್ ಗುವಾಗಾಲ ಮೊಬೈಲ್ ಬಂಧು ಪೈರೇಟ್ ಅಡೈರಾ,Lol telegram bandirodu alla Amazon prime bandirodu adanna pirate madi telegram hakidarenNivgalu theatre gu hogalla mobile bandru pirate nodtira,Negative,Offensive_Untargetede
6493,ಮೌಂಟ್ ಇನ್ಸುಪ್ಟ್ ...,ನಂಗ್ ಅನ್ಸುತ್ತೆ... ಶೆಟ್ರುದು ಡಬಲ್ ರೋಲ್ ನಲ್ಲಿ ಇದರೆ ಅಂತ...,unknown,Not_offensive
5197,ಯಾಕ್ ಸರ್ ಇಂಟರ್ವ್ಯೂ,Yak sir interview ge yav studios irlilva or  e movie gella yake antha a jagadalli kursidira,Negative,Offensive_Targeted_Insult_Individual
4058,ಸ್ಲೋ ವಿಷ ಸಾಂಗ್ ಅನ್ನೋರು ಮಡಿ ನಂತಹ ...,Slow poison song annoru like madi...,Mixed,Not_offensive
1561,ಚಿಂಡಿ ...... ಮಡಿರಾ ರೋಸ್ಟ್,Chindi...... madira rost,Positive,Not_offensive
1967,ಚಿತ್ರ NUTIDMELE EE ಗೀತೆ Ge AddIct Aadavaru Maadinyalllrigu ನಂತಹ 1000 ಇಷ್ಟಗಳು ಧನ್ಯವಾದಗಳು,Film nodidmele ee song ge addict aadavaru like maadinYalllrigu thanks for 1000 likes,unknown,Not_offensive
6757,ಬಾ ಜರು,ಬಾ ಗುರು ಹೋಗಿ ಬರೋಣ ಫುಲ್ ಕಥೆ ಕೇಳ್ಕೊಂಡು ಬರೋಣ,Positive,Not_offensive
3813,ರಿಪ್ ಚಿರು ಸರ್,Rip chiru sir,Negative,Not_offensive
3767,ಮಡಿ ನಂತಹ ರಾಶ್ಮಿಕಾ ದ್ವೇಷಿಗಳು,Rashmika haters like madi,Negative,Offensive_Targeted_Insult_Group
